Num,Prio,Summary,Resolver_group,Active,Summary_Clean,Summary_Clean_lemmatized,Final_cleaned,Resolver_group_Clean,Resolver_group_Clean_lemmatized,topic,top_words
INC0111712,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down,JDE CNC Technical,False,critical alert  a jde_webserver_services compo,critical alert   a jde_webserver_services compo,jde cnc,              jde cnc technical,               jde cnc technical,11,critical-device
INC0111713,3 - Moderate,TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down uswit891cespa,tier 3   critical device down uswit891cespa,network support,                network support,                 network support,12,tier-critical
INC0111714,2 - High,Critical Alert: Memory Utilization on AUS-ORIONAPP02 is : 98 %,Windows Support,False,critical alert memory utilization on ausorion,critical alert memory utilization on ausorion,windows support,                windows support,                 window support,1,cpu-utilization
INC0111715,3 - Moderate,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,Network Support,False,tier 3  critical device down inban2921r01,tier 3   critical device down inban2921r01,network support,                network support,                 network support,4,inban2921r01-device
INC0111720,3 - Moderate,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,Windows Support,False,warning alert memory utilization on gbvfsmo0 i,warn alert memory utilization on gbvfsmo0 I,windows support,                windows support,                 window support,13,memory-warn
INC0111722,2 - High,NODE Down ALERT: XA6501 is Down,Citrix Support,False,                   node down alert xa6501 is down,                    node down alert xa6501 be down,citrix support,                 citrix support,                  citrix support,0,group-network
INC0111723,2 - High,NODE Down ALERT: XA6504 is Down,Citrix Support,False,                   node down alert xa6504 is down,                    node down alert xa6504 be down,citrix support,                 citrix support,                  citrix support,1,cpu-utilization
INC0111724,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - CESS: Wichita Pawnee - AMER - 5800 East Pawnee Building B-50, Wichita, KS 67218, USA",Network Support,False,group alert group is down  network team ticke,group alert group be down   network team ticke,network support,                network support,                 network support,0,group-network
INC0111726,4 - Low,ALERT: DISK SPACE on AUS-VEEAM-CON01-C:\ Label: DAE3F737 has currently 15 % is available,Windows Support,False,alert disk space on ausveeamcon01c label,alert disk space on ausveeamcon01c label,windows support,                windows support,                 window support,7,disk-space
INC0111727,3 - Moderate,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,Citrix Support,False,alert disk space on xa6516c label 88e6af70,alert disk space on xa6516c label 88e6af70,citrix support,                 citrix support,                  citrix support,7,disk-space
INC0111734,2 - High,Alert: CPU Utilization on GBVVSDV1 is Critical	,Windows Support,False,  alert cpu utilization on gbvvsdv1 is criticalt,   alert cpu utilization on gbvvsdv1 be criticalt,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0111735,2 - High,TIER 1 - CRITICAL ALERT: US-JON-4351-R02 is Down,Network Support,False,  tier 1  critical alert usjon4351r02 is down,   tier 1   critical alert usjon4351r02 be down,network support,                network support,                 network support,12,tier-critical
INC0111736,2 - High,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on US-JON-4351-R02,Network Support,False,tier 1  critical alert wan interface unreacha,tier 1   critical alert wan interface unreacha,network support,                network support,                 network support,0,group-network
INC0111739,4 - Low,ALERT: DISK SPACE on USAVSSQ0-E:\ Label:DATA F2224374 has currently 15 % is available,Windows Support,False,alert disk space on usavssq0e labeldata f2,alert disk space on usavssq0e labeldata f2,windows support,                windows support,                 window support,8,warningt-ausmcl01
INC0111740,3 - Moderate,Warning Alert: Memory Utilization on gbdvssq0 is : 95 %,Windows Support,False,warning alert memory utilization on gbdvssq0 i,warn alert memory utilization on gbdvssq0 I,windows support,                windows support,                 window support,13,memory-warn
INC0111746,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 96 %,Windows Support,False,warning alert memory utilization on gbvvssq10 ,warn alert memory utilization on gbvvssq10,windows support,                windows support,                 window support,5,utilization-gbvvssq10
INC0111747,3 - Moderate,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,Network Support,False,tier 3  critical device down ukredtz300f01,tier 3   critical device down ukredtz300f01,network support,                network support,                 network support,11,critical-device
INC0111753,2 - High,Alert: CPU Utilization on CAMI-RODC01 is Critical	,Windows Support,False,alert cpu utilization on camirodc01 is critic,alert cpu utilization on camirodc01 be critic,windows support,                windows support,                 window support,10,esx-utilization
INC0111756,2 - High,TIER 2 - Non-Critical Device Down: GR-BER-C1116-R01.wescoaircraft.com is Down,Network Support,False,tier 2  noncritical device down grberc1116,tier 2   noncritical device down grberc1116,network support,                network support,                 network support,9,gbvvscl3-warn
INC0111758,2 - High, NODE ALERT: DMZC0HV2 is Down,Windows Support,False,                      node alert dmzc0hv2 is down,                       node alert dmzc0hv2 be down,windows support,                windows support,                 window support,3,node-reboot
INC0111760,2 - High,TIER 2 - Non-Critical Device Down: GR-BER-3810-Core01 is Down,Network Support,False,tier 2  noncritical device down grber3810,tier 2   noncritical device down grber3810,network support,                network support,                 network support,9,gbvvscl3-warn
INC0111763,3 - Moderate,Network Device Hardware Alert : Fan Sensor on UK-SPO-2626-S01 is Critical,Network Support,False,network device hardware alert  fan sensor on u,network device hardware alert   fan sensor on u,network support,                network support,                 network support,9,gbvvscl3-warn
INC0111764,2 - High,TIER 1 - CRITICAL ALERT: UK-SPO-2626-S05 is Down,Network Support,False,  tier 1  critical alert ukspo2626s05 is down,   tier 1   critical alert ukspo2626s05 be down,network support,                network support,                 network support,12,tier-critical
INC0111768,3 - Moderate,Alert: CPU Utilization on tcmdev-ora01 is Critical,Linux Support,False,alert cpu utilization on tcmdevora01 is critical,alert cpu utilization on tcmdevora01 be critical,linux support,                  linux support,                   linux support,1,cpu-utilization
INC0111770,3 - Moderate,Alert: Memory Utilization on GJDEWEB01 is in warning,JDE CNC Technical,False,alert memory utilization on gjdeweb01 is in wa,alert memory utilization on gjdeweb01 be in wa,jde cnc,              jde cnc technical,               jde cnc technical,5,utilization-gbvvssq10
INC0111772,3 - Moderate,Network Device Hardware Alert : Fan Sensor on UK-SPO-2626-S01 is Critical,Network Support,False,network device hardware alert  fan sensor on u,network device hardware alert   fan sensor on u,network support,                network support,                 network support,9,gbvvscl3-warn
INC0111773,2 - High,Critical ALERT:  SQL Components component  on GBVVSSQ10 shows Down,MS SQL Database Support,False,critical alert  sql components component  on g,critical alert   sql component component   on g,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111774,2 - High,Critical ALERT:  SQL Components component  on GBVVSSQ10 shows Down,MS SQL Database Support,False,critical alert  sql components component  on g,critical alert   sql component component   on g,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111775,2 - High,Critical ALERT:  SQL Components component  on GBVVSSQ10 shows Down,MS SQL Database Support,False,critical alert  sql components component  on g,critical alert   sql component component   on g,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111776,2 - High,Critical ALERT:  SQL Components component  on GBVVSSQ10 shows Down,MS SQL Database Support,False,critical alert  sql components component  on g,critical alert   sql component component   on g,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111781,4 - Low,ALERT: DISK SPACE on AUS-ITWIKI01-C:\ Label: 4608119A has currently 15 % is available,Windows Support,False,alert disk space on ausitwiki01c label 46,alert disk space on ausitwiki01c label 46,windows support,                windows support,                 window support,2,baseline-services_window
INC0111782,2 - High,Alert: CPU Utilization on aus-esx17.haasgroupintl.com is Critical	,Windows Support,False,alert cpu utilization on ausesx17haasgroupin,alert cpu utilization on ausesx17haasgroupin,windows support,                windows support,                 window support,7,disk-space
INC0111783,3 - Moderate,"Critical Alert :  The SQL service ""SQL Server"" on GBVVSSQ10 is in Down",MS SQL Database Support,False,critical alert   the sql service sql server ,critical alert    the sql service sql server,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111784,3 - Moderate,"Critical Alert :  The SQL service ""SQL Server Agent"" on GBVVSSQ10 is in Down",MS SQL Database Support,False,critical alert   the sql service sql server a,critical alert    the sql service sql server a,ms sql database support,        ms sql database support,         ms sql database support,6,component-microsoft
INC0111788,2 - High,Critical ALERT:  A Microsoft IIS component  on USAUWCSAPP01 is in a current state of: Down,Windows Support,False,critical alert  a microsoft iis component  on ,critical alert   a microsoft iis component   on,windows support,                windows support,                 window support,6,component-microsoft
